"ParkCode","ParkName","CategoryName","Order","Family","SciName","CommonNames","Occurrence","Nativeness","Abundance","ParkTags","ElevationRange","TaxaGroup"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Asterales","Asteraceae","Liatris squarrosa var. squarrosa","Scaly Gayfeather","Present","Native","Rare","Elevation Range: Low; Life form: Perennial Herb; Park Rank: Park rare; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Bloom Time: June, July, August","Low","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Asterales","Asteraceae","Liatris squarrulosa","Appalachian Blazing Star","Present","Native","Uncommon","Elevation Range: Low to Mid; Life form: Perennial Herb; Park Rank: Park uncommon; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Bloom Time: July, August","Low to Mid","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Asterales","Asteraceae","Matricaria discoidea","Disc Mayweed","Present","Non-native","Rare","Elevation Range: Low; Life form: Annual herb; Park Rank: Park scarce; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Wetland Status: Facultative Upland; Bloom Time: June, July, August, September, October","Low","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Asterales","Asteraceae","Nabalus albus","White Rattlesnakeroot","Present","Native","Rare","Elevation Range: Mid; Life form: Biennial herb; Park Rank: Park rare; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Wetland Status: Facultative Upland; Bloom Time: August, September, October","Mid","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Asterales","Asteraceae","Nabalus altissimus","Tall Rattlesnakeroot","Present","Native","Abundant","Elevation Range: Wide Range; Habitat: terrestrial; Life form: Perennial Herb; Park Rank: Park common; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Wetland Status: Facultative Upland; Bloom Time: August, September, October","Wide Range","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Asterales","Asteraceae","Nabalus crepidineus","Nodding Rattlesnakeroot","Present","Native","Rare","Elevation Range: Low; Life form: Perennial Herb; Species Record Status: New to Park; Taxa Group: Vascular-plant; Wetland Status: Facultative Upland; Bloom Time: August, September, October","Low","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Asterales","Asteraceae","Nabalus roanensis","Roan Mountain Rattlesnakeroot","Present","Native","Common","Elevation Range: High; Life form: Biennial herb; Park Rank: Park common; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Bloom Time: August, September, October","High","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Asterales","Asteraceae","Nabalus serpentarius","Cankerweed","Present","Native","Rare","Elevation Range: Low; Life form: Perennial Herb; Park Rank: Park scarce; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Bloom Time: August, September, October","Low","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Asterales","Asteraceae","Nabalus trifoliolatus","Gall of the Earth","Present","Native","Common","Elevation Range: Low to Mid; Life form: Perennial Herb; Park Rank: Park common; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Bloom Time: August, September, October","Low to Mid","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Asterales","Asteraceae","Oclemena acuminata","Whorled Wood Aster","Present","Native","Common","Elevation Range: Mid to High; Habitat: terrestrial; Life form: Perennial Herb; Park Rank: Park common; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Wetland Status: Facultative Upland; Bloom Time: July, August, September","Mid to High","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Asterales","Asteraceae","Packera anonyma","Small's Ragwort","Present","Native","Common","Elevation Range: Low to Mid; Habitat: terrestrial; Life form: Perennial Herb; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Wetland Status: Obligate Upland; Bloom Time: May, June","Low to Mid","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Asterales","Asteraceae","Packera aurea","Golden Ragwort","Present","Native","Uncommon","Elevation Range: Low; Life form: Perennial Herb; Park Rank: Park uncommon; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Wetland Status: Facultative Wetland; Bloom Time: March, April, May, June","Low","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Asterales","Asteraceae","Packera obovata","Roundleaf Ragwort","Present","Native","Uncommon","Elevation Range: Low; Life form: Perennial Herb; Park Rank: Park infrequent; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Wetland Status: Facultative Upland; Bloom Time: April, May, June","Low","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Asterales","Asteraceae","Parthenium integrifolium var. integrifolium","Wild Quinine","Present","Native","Rare","Elevation Range: Low; Life form: Perennial Herb; Park Rank: Park rare; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Bloom Time: May, June, July, August","Low","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Asterales","Asteraceae","Pilosella aurantiaca","Orange Hawkweed","Present","Non-native","Rare","Elevation Range: Low; Life form: Perennial Herb; Park Rank: Park rare; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Bloom Time: May, June, July; Exotic Plant Category: Exotic Plants Category 3","Low","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Asterales","Asteraceae","Pilosella caespitosa","Meadow Hawkweed","Present","Non-native","Uncommon","Elevation Range: Low to Mid; Life form: Perennial Herb; Park Rank: Park infrequent; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Bloom Time: May, June, July","Low to Mid","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Asterales","Asteraceae","Pilosella floribunda","Glaucous Hawkweed","Present","Unknown","Unknown","Elevation Range: Low; Taxa Group: Vascular-plant","Low","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Asterales","Asteraceae","Pilosella officinarum","Mouseear Hawkweed","Present","Non-native","Uncommon","Elevation Range: Mid to High; Life form: Perennial Herb; Park Rank: Park uncommon; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Bloom Time: May, June, July","Mid to High","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Asterales","Asteraceae","Pilosella piloselloides","Tall Hawkweed","Present","Non-native","Rare","Elevation Range: Low to Mid; Life form: Perennial Herb; Park Rank: Park scarce; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Bloom Time: May, June, July, August, September","Low to Mid","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Asterales","Asteraceae","Pityopsis graminifolia var. latifolia","Narrowleaf Silkgrass","Present","Native","Common","Elevation Range: Low to Mid; Life form: Perennial Herb; Park Rank: Park common; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Bloom Time: July, August, September, October","Low to Mid","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Asterales","Asteraceae","Pluchea camphorata","Camphor Pulchea","Present","Native","Rare","Elevation Range: Low; Life form: Annual herb; Park Rank: Park rare; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Wetland Status: Facultative Wetland; Bloom Time: August, September, October","Low","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Asterales","Asteraceae","Polymnia canadensis","Whiteflower Leafcup","Present","Native","Rare","Elevation Range: Low; Life form: Perennial Herb; Park Rank: Park scarce; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Bloom Time: July, August, September, October","Low","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Asterales","Asteraceae","Polymnia laevigata","Tennessee Leafcup","Present","Native","Rare","Elevation Range: Low; Life form: Biennial herb; Park Rank: Park rare; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot","Low","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Asterales","Asteraceae","Pseudognaphalium helleri","Heller's Cudweed","Present","Native","Uncommon","Elevation Range: Low to Mid; Life form: Annual herb; Park Rank: Park uncommon; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Bloom Time: September, October","Low to Mid","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Asterales","Asteraceae","Pseudognaphalium obtusifolium","Rabbit-tobacco","Present","Native","Uncommon","Elevation Range: Low; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Bloom Time: August, September, October","Low","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Asterales","Asteraceae","Pyrrhopappus carolinianus","Carolina Desert-chicory","Present","Native","Uncommon","Elevation Range: Low; Life form: Annual herb; Park Rank: Park uncommon; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Bloom Time: March, April, May, June","Low","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Asterales","Asteraceae","Rudbeckia fulgida var. fulgida","Orange Coneflower","Present","Native","Uncommon","Elevation Range: Low; Life form: Perennial Herb; Park Rank: Park uncommon; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Bloom Time: August, September, October","Low","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Asterales","Asteraceae","Rudbeckia fulgida var. umbrosa","Appalachian Coneflower","Present","Native","Uncommon","Elevation Range: Low; Life form: Perennial Herb; Park Rank: Park uncommon; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Bloom Time: August, September, October","Low","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Asterales","Asteraceae","Rudbeckia hirta var. hirta","Blackeyed Susan","Present","Native","Common","Elevation Range: Wide Range; Life form: Annual herb; Park Rank: Park common; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Bloom Time: May, June, July","Wide Range","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Asterales","Asteraceae","Rudbeckia hirta var. pulcherrima","Blackeyed Susan","Present","Native","Common","Elevation Range: Wide Range; Life form: Annual herb; Park Rank: Park common; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Bloom Time: May, June, July","Wide Range","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Asterales","Asteraceae","Rudbeckia laciniata var. digitata","Cutleaf Coneflower","Present","Native","Unknown","Elevation Range: Low; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Bloom Time: July, August, September, October","Low","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Asterales","Asteraceae","Rudbeckia laciniata var. humilis","Sochan","Present","Native","Abundant","Elevation Range: Wide Range; Habitat: terrestrial; Life form: Perennial Herb; Park Rank: Park common; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Bloom Time: July, August, September, October","Wide Range","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Asterales","Asteraceae","Rudbeckia triloba","Browneyed Susan","Present","Native","Uncommon","Elevation Range: Wide Range; Habitat: terrestrial; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Bloom Time: July, August, September, October","Wide Range","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Asterales","Asteraceae","Rudbeckia triloba var. beadlei","Browneyed Susan","Present","Native","Rare","Elevation Range: Low; Life form: Perennial Herb; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Bloom Time: July, August, September, October","Low","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Asterales","Asteraceae","Rudbeckia triloba var. rupestris","Browneyed Susan","Present","Native","Unknown","Elevation Range: Mid; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Bloom Time: July, August, September, October","Mid","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Asterales","Asteraceae","Rudbeckia triloba var. triloba","Browneyed Susan","Present","Native","Uncommon","Elevation Range: Low; Life form: Perennial Herb; Park Rank: Park uncommon; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Bloom Time: July, August, September, October","Low","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Asterales","Asteraceae","Rugelia nudicaulis","Rugel's Indianplantain","Present","Native","Uncommon","Elevation Range: Mid to High; Habitat: terrestrial; Life form: Perennial Herb; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Bloom Time: June, July, August","Mid to High","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Asterales","Asteraceae","Senecio vulgaris","Old-Man-in-the-Spring","Present","Non-native","Rare","Elevation Range: Low to Mid; Life form: Biennial herb; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Wetland Status: Facultative Upland; Bloom Time: March, April, May, June","Low to Mid","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Asterales","Asteraceae","Sericocarpus asteroides","Toothed Whitetop Aster","Present","Native","Common","Elevation Range: Low to Mid; Life form: Perennial Herb; Park Rank: Park common; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Bloom Time: August, September","Low to Mid","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Asterales","Asteraceae","Sericocarpus linifolius","Narrowleaf Whitetop Aster","Present","Native","Uncommon","Elevation Range: Low; Life form: Perennial Herb; Park Rank: Park uncommon; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Bloom Time: July, August, September","Low","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Asterales","Asteraceae","Silphium asteriscus var. asteriscus","Starry Rosinweed","Present","Native","Uncommon","Elevation Range: Low; Life form: Biennial herb; Park Rank: Park uncommon; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Bloom Time: June, July, August, September","Low","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Asterales","Asteraceae","Silphium compositum var. compositum","Kidneyleaf Rosinweed","Present","Native","Rare","Elevation Range: Low to Mid; Life form: Perennial Herb; Park Rank: Park scarce; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Bloom Time: May, June, July, August, September","Low to Mid","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Asterales","Asteraceae","Silphium dentatum","Starry Rosinweed","Present","Native","Rare","Elevation Range: Low; Life form: Perennial Herb; Park Rank: Park scarce; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Bloom Time: June, July, August, September","Low","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Asterales","Asteraceae","Silphium integrifolium","Wholeleaf Rosinweed","Present","Native","Unknown","Elevation Range: Low; Park Rank: Park rare; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Wetland Status: Facultative; Bloom Time: July, August, September","Low","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Asterales","Asteraceae","Smallanthus uvedalia","Hairy Leafcup","Present","Native","Uncommon","Elevation Range: Low to Mid; Life form: Perennial Herb; Park Rank: Park uncommon; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Bloom Time: July, August, September, October","Low to Mid","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Asterales","Asteraceae","Solidago altissima","Canada Goldenrod","Present","Native","Uncommon","Elevation Range: Wide Range; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Bloom Time: September, October","Wide Range","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Asterales","Asteraceae","Solidago altissima var. altissima","Canada Goldenrod","Present","Native","Common","Elevation Range: Wide Range; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Bloom Time: September, October","Wide Range","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Asterales","Asteraceae","Solidago arguta","Atlantic Goldenrod","Present","Native","Common","Elevation Range: Low to Mid; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Bloom Time: July, August, September, October","Low to Mid","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Asterales","Asteraceae","Solidago arguta var. caroliniana","Atlantic Goldenrod","Present","Native","Unknown","Elevation Range: Low to Mid; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Bloom Time: July, August, September, October","Low to Mid","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Asterales","Asteraceae","Solidago bicolor","White Goldenrod","Present","Native","Common","Elevation Range: Wide Range; Life form: Perennial Herb; Park Rank: Park common; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Bloom Time: September, October","Wide Range","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Asterales","Asteraceae","Solidago caesia var. caesia","Wreath Goldenrod","Present","Native","Rare","Elevation Range: Wide Range; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Bloom Time: September, October","Wide Range","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Asterales","Asteraceae","Solidago canadensis var. canadensis","Canada Goldenrod","Present","Native","Unknown","Elevation Range: Wide Range; Habitat: terrestrial; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Bloom Time: July, August, September, October","Wide Range","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Asterales","Asteraceae","Solidago curtisii","Mountain Decumbent Goldenrod","Present","Native","Abundant","Elevation Range: Low to Mid; Life form: Perennial Herb; Park Rank: Park common; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Wetland Status: Facultative Upland; Bloom Time: August, September, October","Low to Mid","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Asterales","Asteraceae","Solidago erecta","Showy Goldenrod","Present","Native","Common","Elevation Range: Low to Mid; Life form: Perennial Herb; Park Rank: Park common; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Bloom Time: August, September, October","Low to Mid","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Asterales","Asteraceae","Solidago flaccidifolia","Mountain Goldenrod","Present","Native","Rare","Elevation Range: Low; Life form: Perennial Herb; Park Rank: Park rare; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Bloom Time: September, October","Low","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Asterales","Asteraceae","Solidago flexicaulis","Zigzag Goldenrod","Present","Native","Uncommon","Elevation Range: Low to Mid; Life form: Perennial Herb; Park Rank: Park uncommon; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Wetland Status: Facultative Upland; Bloom Time: August, September, October","Low to Mid","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Asterales","Asteraceae","Solidago gigantea","Giant Goldenrod","Present","Native","Common","Elevation Range: Low; Life form: Perennial Herb; Park Rank: Park common; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Wetland Status: Facultative Wetland; Bloom Time: July, August, September, October","Low","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Asterales","Asteraceae","Solidago glomerata","Clustered Goldenrod","Present","Native","Common","Elevation Range: High; Habitat: terrestrial; Life form: Perennial Herb; Endemism: Southern Appalachian Endemic; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Wetland Status: Facultative; Bloom Time: August, September, October","High","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Asterales","Asteraceae","Solidago hispida var. hispida","Hairy Goldenrod","Present","Native","Unknown","Elevation Range: Low, Unknown; Life form: Perennial Herb; Park Rank: Unknown; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Bloom Time: September, October","Low, Unknown","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Asterales","Asteraceae","Solidago juncea","Early Goldenrod","Present","Native","Rare","Elevation Range: Wide Range; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Bloom Time: July, August, September, October","Wide Range","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Asterales","Asteraceae","Solidago nemoralis var. nemoralis","Gray Goldenrod","Present","Native","Common","Elevation Range: Wide Range; Life form: Perennial Herb; Park Rank: Park common; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Bloom Time: September, October","Wide Range","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Asterales","Asteraceae","Solidago odora","Anisescented Goldenrod","Present","Native","Common","Elevation Range: Low to Mid; Life form: Perennial Herb; Park Rank: Park common; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Bloom Time: July, August, September, October","Low to Mid","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Asterales","Asteraceae","Solidago patula","Roundleaf Goldenrod","Present","Native","Uncommon","Elevation Range: Wide Range; Life form: Perennial Herb; Park Rank: Park infrequent; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Wetland Status: Obligate Wetland; Bloom Time: September, October","Wide Range","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Asterales","Asteraceae","Solidago petiolaris var. petiolaris","Downy Ragged Goldenrod","Present","Native","Rare","Elevation Range: High; Park Rank: Park rare; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Bloom Time: September, October","High","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Asterales","Asteraceae","Solidago puberula","Downy Goldenrod","Present","Native","Common","Elevation Range: Wide Range; Life form: Perennial Herb; Park Rank: Park uncommon; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Wetland Status: Facultative Upland; Bloom Time: September, October","Wide Range","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Asterales","Asteraceae","Solidago rigida var. rigida","Stiff Goldenrod","Present","Native","Unknown","Elevation Range: Unknown; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Bloom Time: August, September, October","Unknown","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Asterales","Asteraceae","Solidago rigidiuscula","Showy Goldenrod","Present","Native","Rare","Elevation Range: Low; Life form: Perennial Herb; Park Rank: Park scarce; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Bloom Time: September, October","Low","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Asterales","Asteraceae","Solidago roanensis","Roan Mountain Goldenrod","Present","Native","Common","Elevation Range: Mid to High; Life form: Perennial Herb; Park Rank: Park common; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Bloom Time: August, September, October","Mid to High","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Asterales","Asteraceae","Solidago rugosa ssp. aspera","Wrinkleleaf Goldenrod","Present","Native","Rare","Elevation Range: Low; Life form: Perennial Herb; Park Rank: Park scarce; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Bloom Time: September, October","Low","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Asterales","Asteraceae","Solidago speciosa","Showy Goldenrod","Present","Native","Rare","Elevation Range: Low; Life form: Perennial Herb; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Bloom Time: August, September, October","Low","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Asterales","Asteraceae","Solidago sphacelata","Autumn Goldenrod","Present","Native","Rare","Elevation Range: Low; Life form: Perennial Herb; Park Rank: Park scarce; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Bloom Time: August, September","Low","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Asterales","Asteraceae","Solidago ulmifolia var. ulmifolia","Elmleaf Goldenrod","Present","Native","Rare","Elevation Range: Low; Life form: Perennial Herb; Park Rank: Park rare; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Bloom Time: September, October","Low","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Asterales","Asteraceae","Sonchus asper","Spiny Sowthistle","Present","Non-native","Rare","Elevation Range: Low to Mid; Life form: Annual herb; Park Rank: Park scarce; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Wetland Status: Facultative; Bloom Time: March, April, May, June, July, August, September, October","Low to Mid","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Asterales","Asteraceae","Symphyotrichum concolor var. concolor","Eastern Silver Aster","Present","Native","Rare","Elevation Range: Low; Life form: Perennial Herb; Park Rank: Park rare; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Bloom Time: August, September, October","Low","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Asterales","Asteraceae","Symphyotrichum cordifolium","Common Blue Wood Aster","Present","Native","Common","Elevation Range: Wide Range; Habitat: terrestrial; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Bloom Time: September, October","Wide Range","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Asterales","Asteraceae","Symphyotrichum dumosum var. dumosum","Rice Button Aster","Present","Native","Common","Elevation Range: Low; Life form: Perennial Herb; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Wetland Status: Facultative; Bloom Time: August, September, October","Low","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Asterales","Asteraceae","Symphyotrichum laeve","Smooth Blue Aster","Present","Native","Unknown","Elevation Range: Low; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Bloom Time: August, September, October","Low","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Asterales","Asteraceae","Symphyotrichum lanceolatum","White Panicle Aster","Present","Native","Rare","Elevation Range: Low; Life form: Perennial Herb; Park Rank: Park rare; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Wetland Status: Facultative Wetland","Low","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Asterales","Asteraceae","Symphyotrichum lateriflorum var. lateriflorum","Calico Aster","Present","Native","Abundant","Elevation Range: Wide Range; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Wetland Status: Facultative Wetland; Bloom Time: August, September, October","Wide Range","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Asterales","Asteraceae","Symphyotrichum lowrieanum","Lowrie's Blue Wood Aster","Present","Native","Uncommon","Elevation Range: Wide Range; Life form: Perennial Herb; Park Rank: Park common; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Bloom Time: August, September, October","Wide Range","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Asterales","Asteraceae","Symphyotrichum novae-angliae","New England Aster","Present","Native","Rare","Elevation Range: Wide Range; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Wetland Status: Facultative Wetland; Bloom Time: August, September, October","Wide Range","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Asterales","Asteraceae","Symphyotrichum oblongifolium","Aromatic Aster","Present","Native","Rare","Elevation Range: Low; Life form: Perennial Herb; Park Rank: Park rare; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Bloom Time: August, September, October","Low","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Asterales","Asteraceae","Symphyotrichum patens var. patens","Late Purple Aster","Present","Native","Common","Elevation Range: Low to Mid; Life form: Perennial Herb; Park Rank: Park common; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Bloom Time: August, September, October","Low to Mid","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Asterales","Asteraceae","Symphyotrichum phlogifolium","Thinleaf Late Purple Aster","Present","Native","Uncommon","Elevation Range: Low to Mid; Park Rank: Park common; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Bloom Time: August, September, October","Low to Mid","Vascular-plant"
